Record ID,Created Date,Date Closed,Due Date,Last Modified Date,Implementation Phase,Implementation Type,Record ID,Target Implementation Date,URL-Record ID,URL-Record ID
CA-015698,15-11-23 12:37,09-Feb-24,28-May-24,09-02-24 16:11,N/A,Pre-Implementation,QE-006833,28-May-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VK028,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TO006
CA-015697,15-11-23 12:35,12-Feb-24,28-May-24,12-02-24 8:37,N/A,Pre-Implementation,QE-006833,28-May-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ036,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TO006
CA-015696,15-11-23 12:29,12-Feb-24,28-May-24,12-02-24 11:09,N/A,Pre-Implementation,QE-006832,28-May-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VK027,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP004
CA-015695,15-11-23 12:26,09-Feb-24,28-May-24,09-02-24 16:09,N/A,Pre-Implementation,QE-006832,28-May-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH032,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP004
CA-015694,15-11-23 12:24,12-Feb-24,28-May-24,12-02-24 8:36,N/A,Pre-Implementation,QE-006832,28-May-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ035,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP004
CA-015693,15-11-23 12:13,29-Mar-24,29-Apr-24,24-04-24 15:01,N/A,Pre-Implementation,QE-006830,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VK026,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP003
CA-015692,15-11-23 12:11,29-Mar-24,29-Apr-24,24-04-24 15:01,N/A,Pre-Implementation,QE-006830,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VK025,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP003
CA-015691,15-11-23 12:01,15-Feb-24,29-Apr-24,15-02-24 9:00,N/A,Pre-Implementation,QE-006829,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH031,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN007
CA-015690,15-11-23 12:00,20-Feb-24,29-Apr-24,20-02-24 10:16,N/A,Pre-Implementation,QE-006829,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI029,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN007
CA-015688,15-11-23 11:58,20-Feb-24,29-Apr-24,20-02-24 8:45,N/A,Pre-Implementation,QE-006829,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ034,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN007
CA-015687,15-11-23 11:50,06-Jun-24,29-Apr-24,06-06-24 12:01,N/A,Pre-Implementation,QE-006828,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ033,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TO004
CA-015686,15-11-23 11:48,06-Jun-24,29-Apr-24,06-06-24 9:08,N/A,Pre-Implementation,QE-006828,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI028,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TO004
CA-015684,15-11-23 11:47,06-Jun-24,29-Apr-24,06-06-24 11:54,N/A,Pre-Implementation,QE-006828,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI027,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TO004
CA-015681,15-11-23 11:18,23-Feb-24,29-Apr-24,23-02-24 13:27,N/A,Pre-Implementation,QE-006821,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH026,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN002
CA-015680,15-11-23 11:14,23-Feb-24,29-Apr-24,23-02-24 14:55,N/A,Pre-Implementation,QE-006821,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ032,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN002
CA-015677,15-11-23 10:53,15-Mar-24,29-Apr-24,15-03-24 9:48,N/A,Pre-Implementation,QE-006827,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VK024,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN006
CA-015676,15-11-23 10:52,15-Mar-24,29-Apr-24,15-03-24 9:47,N/A,Pre-Implementation,QE-006827,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VK023,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN006
CA-015661,14-11-23 15:10,02-Jan-24,15-Jan-24,02-01-24 14:51,N/A,Pre-Implementation,QE-006838,01-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH024,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN013
CA-015655,14-11-23 14:51,02-Feb-24,29-Apr-24,06-02-24 15:40,N/A,Pre-Implementation,QE-006824,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI019,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN005
CA-015654,14-11-23 14:50,02-Feb-24,29-Apr-24,06-02-24 15:40,N/A,Pre-Implementation,QE-006824,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI018,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN005
CA-015653,14-11-23 14:42,28-Feb-24,29-Apr-24,28-02-24 12:16,N/A,Pre-Implementation,QE-006823,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ023,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TQ002
CA-015652,14-11-23 14:41,28-Feb-24,29-Apr-24,28-02-24 12:15,N/A,Pre-Implementation,QE-006823,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ022,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TQ002
CA-015650,14-11-23 14:28,06-Mar-24,29-Apr-24,06-03-24 14:30,N/A,Pre-Implementation,QE-006822,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH022,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN003
CA-015649,14-11-23 14:27,06-Mar-24,29-Apr-24,06-03-24 13:12,N/A,Pre-Implementation,QE-006822,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH021,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TN003
CA-015648,14-11-23 14:20,06-Mar-24,29-Apr-24,06-03-24 14:34,N/A,Pre-Implementation,QE-006820,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH020,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TO002
CA-015647,14-11-23 14:19,06-Mar-24,29-Apr-24,06-03-24 13:13,N/A,Pre-Implementation,QE-006820,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH019,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TO002
CA-015646,14-11-23 14:09,22-Dec-23,29-Apr-24,16-01-24 13:53,N/A,Pre-Implementation,QE-006819,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ020,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TJ003
CA-015645,14-11-23 14:08,22-Dec-23,29-Apr-24,16-01-24 13:53,N/A,Pre-Implementation,QE-006819,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ019,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TJ003
CA-015640,14-11-23 13:38,06-Jun-24,29-Apr-24,06-06-24 11:53,N/A,Pre-Implementation,QE-006815,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI017,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TM001
CA-015639,14-11-23 13:36,06-Jun-24,29-Apr-24,06-06-24 9:06,N/A,Pre-Implementation,QE-006815,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI016,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TM001
CA-015638,14-11-23 13:35,06-Jun-24,29-Apr-24,06-06-24 11:52,N/A,Pre-Implementation,QE-006815,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH018,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TM001
CA-015599,13-11-23 11:23,02-Feb-24,15-Jan-24,02-02-24 13:43,N/A,Pre-Implementation,QE-006805,26-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TF007
CA-015598,13-11-23 11:20,02-Feb-24,15-Jan-24,02-02-24 13:42,N/A,Pre-Implementation,QE-006805,26-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VI006,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TF007
CA-015590,13-11-23 10:33,31-Jan-24,29-Apr-24,31-01-24 11:40,N/A,Pre-Implementation,QE-006826,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH003,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP002
CA-015589,13-11-23 10:29,31-Jan-24,29-Apr-24,31-01-24 11:41,N/A,Pre-Implementation,QE-006826,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VH002,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP002
CA-015588,13-11-23 10:26,31-Jan-24,29-Apr-24,31-01-24 11:39,N/A,Pre-Implementation,QE-006826,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VJ008,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TP002
CA-015569,09-11-23 18:44,29-Jan-24,29-Apr-24,29-01-24 9:31,N/A,Pre-Implementation,QE-006831,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VE040,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TQ006
CA-015568,09-11-23 18:43,29-Jan-24,29-Apr-24,29-01-24 9:30,N/A,Pre-Implementation,QE-006831,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VE039,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TQ006
CA-015567,09-11-23 18:42,29-Jan-24,29-Apr-24,29-01-24 9:29,N/A,Pre-Implementation,QE-006831,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VE038,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TQ006
CA-015566,09-11-23 18:34,22-Jan-24,29-Mar-24,22-01-24 13:35,N/A,Pre-Implementation,QE-006800,29-Mar-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VE037,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TI001
CA-015565,09-11-23 18:32,29-Jan-24,29-Mar-24,29-01-24 9:19,N/A,Pre-Implementation,QE-006800,29-Mar-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VE036,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TI001
CA-015564,09-11-23 18:30,22-Jan-24,29-Mar-24,22-01-24 13:33,N/A,Pre-Implementation,QE-006800,29-Mar-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VE035,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TI001
CA-015411,31-10-23 10:52,15-Feb-24,29-Feb-24,15-02-24 8:57,N/A,Pre-Implementation,QE-006772,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC021,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9001
CA-015410,31-10-23 10:50,20-Feb-24,29-Feb-24,20-02-24 9:47,N/A,Pre-Implementation,QE-006772,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB013,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9001
CA-015409,31-10-23 10:47,20-Feb-24,29-Feb-24,20-02-24 8:42,N/A,Pre-Implementation,QE-006772,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB012,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9001
CA-015407,31-10-23 10:34,15-May-24,29-Feb-24,15-05-24 10:46,N/A,Pre-Implementation,QE-006774,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB011,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TA001
CA-015406,31-10-23 10:31,15-May-24,29-Feb-24,15-05-24 10:47,N/A,Pre-Implementation,QE-006774,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VA013,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TA001
CA-015405,31-10-23 10:29,15-May-24,29-Feb-24,15-05-24 10:44,N/A,Pre-Implementation,QE-006774,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC020,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TA001
CA-015404,31-10-23 10:17,29-Apr-24,29-Feb-24,15-05-24 10:11,N/A,Pre-Implementation,QE-006773,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB010,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9003
CA-015403,31-10-23 10:15,25-Apr-24,29-Feb-24,25-04-24 9:19,N/A,Pre-Implementation,QE-006773,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000V9014,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9003
CA-015401,31-10-23 10:12,25-Apr-24,29-Feb-24,15-05-24 10:11,N/A,Pre-Implementation,QE-006773,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VA012,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9003
CA-015396,31-10-23 10:02,12-Mar-24,30-Apr-24,12-03-24 15:52,N/A,Pre-Implementation,QE-006770,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC018,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5003
CA-015395,31-10-23 10:00,12-Mar-24,30-Apr-24,23-04-24 11:30,N/A,Pre-Implementation,QE-006770,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC017,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5003
CA-015393,31-10-23 9:50,11-Mar-24,30-May-24,22-05-24 10:51,N/A,Pre-Implementation,QE-006736,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000V9008,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SQ001
CA-015390,31-10-23 9:47,06-Mar-24,30-May-24,06-03-24 13:20,N/A,Pre-Implementation,QE-006736,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VA011,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SQ001
CA-015387,31-10-23 9:30,11-Mar-24,30-May-24,22-05-24 10:51,N/A,Pre-Implementation,QE-006736,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC016,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SQ001
CA-015375,30-10-23 12:38,24-Jan-24,21-Nov-23,24-01-24 16:25,N/A,Pre-Implementation,QE-006794,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB009
CA-015374,30-10-23 12:36,24-Jan-24,21-Nov-23,24-01-24 16:25,N/A,Pre-Implementation,QE-006794,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC006,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB009
CA-015373,30-10-23 12:27,24-Jan-24,21-Nov-23,24-01-24 16:21,N/A,Pre-Implementation,QE-006793,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB008
CA-015372,30-10-23 12:24,24-Jan-24,21-Nov-23,24-01-24 16:21,N/A,Pre-Implementation,QE-006793,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000V9004,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB008
CA-015371,30-10-23 12:04,12-Jan-24,30-Apr-24,30-01-24 9:23,N/A,Pre-Implementation,QE-006762,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB004,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5001
CA-015370,30-10-23 11:57,11-Jan-24,29-Apr-24,11-01-24 8:48,N/A,Pre-Implementation,QE-006762,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5001
